job_id,basic_requirement,professional_skill,professional_quality,job_name,job_name
304,2,1,0,科研人员,科研人员
305,1,1,0,实施工程师,实施工程师
306,0,5,1,测试工程师,测试工程师
307,6,1,1,科研人员,科研人员
308,2,4,5,实施工程师,实施工程师
309,2,33,4,C/C++,C/C++
310,2,13,4,Java,Java
311,2,2,4,实施工程师,实施工程师
312,2,5,4,软件测试,软件测试
313,1,2,3,技术支持工程师,技术支持工程师
314,1,1,0,硬件测试,硬件测试
315,0,3,4,实施工程师,实施工程师
316,2,10,0,C/C++,C/C++
317,2,4,3,测试工程师,测试工程师
318,0,18,0,前端开发,前端开发
319,6,1,2,科研人员,科研人员
320,6,1,2,科研人员,科研人员
321,0,1,0,测试工程师,测试工程师
322,2,2,4,测试工程师,测试工程师
323,3,7,4,实施工程师,实施工程师
324,2,7,0,软件测试,软件测试
325,2,0,0,技术支持工程师,技术支持工程师
326,0,1,0,实施工程师,实施工程师
327,4,0,0,科研人员,科研人员
328,0,2,2,硬件测试,硬件测试
329,0,1,2,科研人员,科研人员
330,1,1,4,科研人员,科研人员
331,0,4,1,实施工程师,实施工程师
332,0,7,0,前端开发,前端开发
333,3,7,0,软件测试,软件测试
334,0,20,0,实施工程师,实施工程师
335,2,9,1,科研人员,科研人员
336,3,15,1,实施工程师,实施工程师
337,2,7,0,软件测试,软件测试
338,0,2,0,测试工程师,测试工程师
339,0,14,4,前端开发,前端开发
340,0,0,0,科研人员,科研人员
341,0,4,5,测试工程师,测试工程师
342,0,5,3,科研人员,科研人员
343,2,5,7,软件测试,软件测试
344,2,0,1,科研人员,科研人员
345,2,1,8,实施工程师,实施工程师
346,2,3,0,软件测试,软件测试
347,0,5,0,测试工程师,测试工程师
348,0,8,1,前端开发,前端开发
349,3,2,2,测试工程师,测试工程师
350,0,13,0,实施工程师,实施工程师
351,4,1,5,科研人员,科研人员
352,0,5,0,硬件测试,硬件测试
353,2,1,4,测试工程师,测试工程师
354,0,5,0,硬件测试,硬件测试
355,2,3,2,测试工程师,测试工程师
356,3,10,2,C/C++,C/C++
357,0,2,6,技术支持工程师,技术支持工程师
358,2,2,0,科研人员,科研人员
359,2,1,0,测试工程师,测试工程师
360,2,14,8,软件测试,软件测试
361,0,0,0,实施工程师,实施工程师
362,0,0,0,Java,Java
363,3,2,2,技术支持工程师,技术支持工程师
364,2,26,6,Java,Java
365,2,2,6,实施工程师,实施工程师
366,2,1,0,软件测试,软件测试
367,2,0,0,科研人员,科研人员
368,0,0,0,测试工程师,测试工程师
369,0,10,0,测试工程师,测试工程师
370,1,1,9,实施工程师,实施工程师
371,0,0,0,技术支持工程师,技术支持工程师
372,0,0,0,软件测试,软件测试
373,2,3,0,测试工程师,测试工程师
374,0,1,4,技术支持工程师,技术支持工程师
375,0,1,0,硬件测试,硬件测试
376,2,1,0,测试工程师,测试工程师
377,0,5,0,硬件测试,硬件测试
378,0,3,0,实施工程师,实施工程师
379,0,21,0,Java,Java
380,2,18,4,Java,Java
381,0,1,0,测试工程师,测试工程师
382,2,5,4,科研人员,科研人员
383,2,1,0,软件测试,软件测试
384,2,6,0,实施工程师,实施工程师
385,0,0,0,测试工程师,测试工程师
386,0,1,0,硬件测试,硬件测试
387,2,9,2,实施工程师,实施工程师
388,0,0,0,测试工程师,测试工程师
389,2,0,0,科研人员,科研人员
390,2,1,0,测试工程师,测试工程师
391,2,5,10,测试工程师,测试工程师
392,0,8,0,C/C++,C/C++
393,2,0,3,实施工程师,实施工程师
394,6,8,0,C/C++,C/C++
395,0,14,0,Java,Java
396,2,4,3,实施工程师,实施工程师
397,2,10,0,Java,Java
398,2,0,3,实施工程师,实施工程师
399,0,3,0,技术支持工程师,技术支持工程师
400,0,0,0,测试工程师,测试工程师
401,2,1,0,测试工程师,测试工程师
402,2,5,4,测试工程师,测试工程师
403,2,3,3,技术支持工程师,技术支持工程师
404,2,9,1,科研人员,科研人员
405,0,11,1,前端开发,前端开发
406,0,4,0,测试工程师,测试工程师
407,0,3,0,实施工程师,实施工程师
408,2,1,8,技术支持工程师,技术支持工程师
409,4,20,0,Java,Java
410,0,22,0,Java,Java
411,2,1,0,测试工程师,测试工程师
412,0,0,0,技术支持工程师,技术支持工程师
413,0,0,0,科研人员,科研人员
414,2,1,0,测试工程师,测试工程师
415,2,8,10,软件测试,软件测试
416,0,5,0,硬件测试,硬件测试
417,0,2,2,实施工程师,实施工程师
418,0,5,0,C/C++,C/C++
419,2,0,4,软件测试,软件测试
420,0,2,0,软件测试,软件测试
421,0,2,0,实施工程师,实施工程师
422,2,5,10,软件测试,软件测试
423,2,11,0,C/C++,C/C++
424,0,2,3,科研人员,科研人员
425,0,3,0,实施工程师,实施工程师
426,2,1,0,测试工程师,测试工程师
427,0,21,3,Java,Java
428,0,0,0,科研人员,科研人员
429,0,11,1,Java,Java
430,2,0,3,技术支持工程师,技术支持工程师
431,0,1,0,实施工程师,实施工程师
432,0,0,0,科研人员,科研人员
433,2,15,4,Java,Java
434,3,2,3,实施工程师,实施工程师
435,0,0,0,科研人员,科研人员
436,2,6,7,C/C++,C/C++
437,0,5,1,软件测试,软件测试
438,0,13,2,Java,Java
439,2,6,0,软件测试,软件测试
440,2,13,4,Java,Java
441,2,2,0,科研人员,科研人员
442,0,12,4,软件测试,软件测试
443,0,0,0,技术支持工程师,技术支持工程师
444,2,5,1,实施工程师,实施工程师
445,2,1,0,技术支持工程师,技术支持工程师
446,2,12,6,测试工程师,测试工程师
447,2,15,7,技术支持工程师,技术支持工程师
448,2,1,1,科研人员,科研人员
449,3,5,3,实施工程师,实施工程师
450,0,0,0,实施工程师,实施工程师
451,2,14,3,技术支持工程师,技术支持工程师
452,0,0,0,硬件测试,硬件测试
453,2,3,6,软件测试,软件测试
454,2,9,1,C/C++,C/C++
455,4,0,0,科研人员,科研人员
456,2,16,5,前端开发,前端开发
457,2,11,0,Java,Java
458,0,5,0,测试工程师,测试工程师
459,0,3,0,软件测试,软件测试
460,4,2,3,科研人员,科研人员
461,0,3,6,测试工程师,测试工程师
462,0,3,0,技术支持工程师,技术支持工程师
463,0,0,0,Java,Java
464,2,8,0,Java,Java
465,0,12,0,前端开发,前端开发
466,2,8,3,测试工程师,测试工程师
467,0,4,0,C/C++,C/C++
468,0,4,6,实施工程师,实施工程师
469,2,9,0,测试工程师,测试工程师
470,0,4,4,C/C++,C/C++
471,0,0,4,实施工程师,实施工程师
472,2,2,4,科研人员,科研人员
473,2,6,2,测试工程师,测试工程师
474,0,11,10,测试工程师,测试工程师
475,0,0,0,Java,Java
476,2,4,3,科研人员,科研人员
477,2,2,0,实施工程师,实施工程师
478,2,5,0,实施工程师,实施工程师
479,2,2,4,测试工程师,测试工程师
480,0,5,0,测试工程师,测试工程师
481,4,11,0,Java,Java
482,2,4,6,测试工程师,测试工程师
483,0,0,0,软件测试,软件测试
484,2,1,1,科研人员,科研人员
485,0,1,0,实施工程师,实施工程师
486,0,0,0,实施工程师,实施工程师
487,0,11,0,C/C++,C/C++
488,0,2,0,软件测试,软件测试
489,0,0,0,测试工程师,测试工程师
490,2,4,2,测试工程师,测试工程师
491,2,2,0,技术支持工程师,技术支持工程师
492,0,12,0,Java,Java
493,0,0,0,技术支持工程师,技术支持工程师
494,2,2,3,技术支持工程师,技术支持工程师
495,0,10,1,C/C++,C/C++
496,3,2,7,C/C++,C/C++
497,0,9,2,前端开发,前端开发
498,2,8,4,软件测试,软件测试
499,2,4,5,实施工程师,实施工程师
500,0,14,0,Java,Java
501,2,1,1,科研人员,科研人员
502,0,2,0,测试工程师,测试工程师
503,0,3,3,C/C++,C/C++
504,2,3,3,科研人员,科研人员
505,0,5,0,C/C++,C/C++
506,0,2,1,技术支持工程师,技术支持工程师
507,2,3,0,技术支持工程师,技术支持工程师
508,0,0,0,科研人员,科研人员
509,3,2,3,技术支持工程师,技术支持工程师
510,0,9,2,前端开发,前端开发
511,0,0,0,技术支持工程师,技术支持工程师
512,2,1,4,硬件测试,硬件测试
513,0,1,0,科研人员,科研人员
514,0,1,5,科研人员,科研人员
515,4,3,0,测试工程师,测试工程师
516,0,0,0,测试工程师,测试工程师
517,0,4,0,测试工程师,测试工程师
518,0,2,0,测试工程师,测试工程师
519,0,13,0,Java,Java
520,2,4,0,实施工程师,实施工程师
521,2,29,6,Java,Java
522,0,0,0,硬件测试,硬件测试
523,0,8,1,C/C++,C/C++
524,4,0,2,科研人员,科研人员
525,2,3,0,技术支持工程师,技术支持工程师
526,0,1,0,技术支持工程师,技术支持工程师
527,2,14,0,C/C++,C/C++
528,2,11,0,C/C++,C/C++
529,2,7,2,C/C++,C/C++
530,0,3,0,实施工程师,实施工程师
531,0,8,3,技术支持工程师,技术支持工程师
532,0,0,0,技术支持工程师,技术支持工程师
533,2,1,0,技术支持工程师,技术支持工程师
534,2,5,1,科研人员,科研人员
535,0,0,0,科研人员,科研人员
536,0,1,0,硬件测试,硬件测试
537,0,0,0,C/C++,C/C++
538,0,0,0,Java,Java
539,0,17,0,Java,Java
540,6,8,0,C/C++,C/C++
541,2,14,0,C/C++,C/C++
542,2,6,0,C/C++,C/C++
543,2,2,3,硬件测试,硬件测试
544,0,5,0,硬件测试,硬件测试
545,0,1,0,科研人员,科研人员
546,2,3,5,实施工程师,实施工程师
547,0,0,0,C/C++,C/C++
548,2,22,3,Java,Java
549,0,3,0,测试工程师,测试工程师
550,2,10,4,Java,Java
551,2,3,3,技术支持工程师,技术支持工程师
552,0,3,1,技术支持工程师,技术支持工程师
553,0,0,0,C/C++,C/C++
554,0,0,0,科研人员,科研人员
555,0,3,0,实施工程师,实施工程师
556,2,11,0,Java,Java
557,0,0,0,Java,Java
558,2,3,9,实施工程师,实施工程师
559,0,5,0,硬件测试,硬件测试
560,0,1,0,测试工程师,测试工程师
561,2,18,11,Java,Java
562,0,0,0,C/C++,C/C++
563,0,0,0,技术支持工程师,技术支持工程师
564,0,0,0,实施工程师,实施工程师
565,2,8,0,C/C++,C/C++
566,0,0,0,C/C++,C/C++
567,2,4,2,软件测试,软件测试
568,0,2,0,Java,Java
569,0,5,1,软件测试,软件测试
570,0,4,0,技术支持工程师,技术支持工程师
571,0,3,0,技术支持工程师,技术支持工程师
572,0,2,0,前端开发,前端开发
573,0,1,0,实施工程师,实施工程师
574,0,0,0,科研人员,科研人员
575,0,9,0,C/C++,C/C++
576,0,14,0,Java,Java
577,2,1,2,技术支持工程师,技术支持工程师
578,4,20,0,Java,Java
579,0,0,0,测试工程师,测试工程师
580,2,11,0,Java,Java
581,0,0,0,C/C++,C/C++
582,0,2,0,技术支持工程师,技术支持工程师
583,2,17,3,Java,Java
584,2,0,0,科研人员,科研人员
585,0,2,0,测试工程师,测试工程师
586,0,15,0,Java,Java
587,2,1,0,软件测试,软件测试
588,2,14,5,Java,Java
589,0,10,3,Java,Java
590,2,2,0,科研人员,科研人员
591,0,8,0,测试工程师,测试工程师
592,2,4,6,实施工程师,实施工程师
593,0,3,0,实施工程师,实施工程师
594,0,4,7,实施工程师,实施工程师
595,2,1,1,技术支持工程师,技术支持工程师
596,0,5,0,硬件测试,硬件测试
597,2,17,3,前端开发,前端开发
598,2,2,3,前端开发,前端开发
599,0,0,0,软件测试,软件测试
600,0,4,0,实施工程师,实施工程师
601,0,14,4,前端开发,前端开发
602,2,1,0,测试工程师,测试工程师
603,2,14,4,前端开发,前端开发
604,1,5,0,Java,Java
605,0,1,0,实施工程师,实施工程师
606,2,0,0,前端开发,前端开发
607,0,0,0,科研人员,科研人员
608,2,2,0,硬件测试,硬件测试
609,2,0,0,Java,Java
610,0,0,0,C/C++,C/C++
611,2,14,0,C/C++,C/C++
612,0,0,0,实施工程师,实施工程师
613,0,0,0,硬件测试,硬件测试
614,2,1,0,测试工程师,测试工程师
615,0,4,4,C/C++,C/C++
616,0,13,2,实施工程师,实施工程师
617,2,1,0,硬件测试,硬件测试
618,0,0,0,Java,Java
619,0,0,0,软件测试,软件测试
620,0,3,0,实施工程师,实施工程师
621,0,3,0,实施工程师,实施工程师
622,0,13,0,C/C++,C/C++
623,2,3,8,测试工程师,测试工程师
624,0,5,0,硬件测试,硬件测试
625,0,1,0,科研人员,科研人员
626,0,4,0,测试工程师,测试工程师
627,0,0,0,Java,Java
628,2,7,2,实施工程师,实施工程师
629,0,0,0,软件测试,软件测试
630,0,10,1,Java,Java
631,0,8,0,前端开发,前端开发
632,0,0,0,C/C++,C/C++
633,0,0,0,科研人员,科研人员
634,0,0,0,软件测试,软件测试
635,0,0,0,科研人员,科研人员
636,0,15,1,Java,Java
637,2,8,0,软件测试,软件测试
638,0,0,0,技术支持工程师,技术支持工程师
639,2,1,0,测试工程师,测试工程师
640,2,3,7,技术支持工程师,技术支持工程师
641,0,6,0,硬件测试,硬件测试
642,2,6,0,技术支持工程师,技术支持工程师
643,0,0,0,实施工程师,实施工程师
644,0,3,0,C/C++,C/C++
645,0,1,0,软件测试,软件测试
646,2,2,6,测试工程师,测试工程师
647,0,7,4,软件测试,软件测试
648,2,0,0,测试工程师,测试工程师
649,2,3,6,技术支持工程师,技术支持工程师
650,0,1,0,实施工程师,实施工程师
651,0,14,0,Java,Java
652,0,7,0,Java,Java
653,0,1,0,测试工程师,测试工程师
654,1,2,7,技术支持工程师,技术支持工程师
655,0,0,0,实施工程师,实施工程师
656,2,10,4,前端开发,前端开发
657,2,1,0,硬件测试,硬件测试
658,0,1,1,测试工程师,测试工程师
659,2,2,8,技术支持工程师,技术支持工程师
660,2,1,0,技术支持工程师,技术支持工程师
661,2,4,1,技术支持工程师,技术支持工程师
662,0,14,3,Java,Java
663,2,4,3,测试工程师,测试工程师
664,0,4,0,软件测试,软件测试
665,2,13,2,C/C++,C/C++
666,2,5,0,技术支持工程师,技术支持工程师
667,0,1,0,Java,Java
668,2,6,0,Java,Java
669,2,1,3,科研人员,科研人员
670,1,1,3,实施工程师,实施工程师
671,2,0,0,实施工程师,实施工程师
672,0,10,0,C/C++,C/C++
673,2,1,1,科研人员,科研人员
674,0,0,0,技术支持工程师,技术支持工程师
675,0,21,0,Java,Java
676,2,13,5,实施工程师,实施工程师
677,2,7,0,软件测试,软件测试
678,0,1,0,实施工程师,实施工程师
679,0,10,0,前端开发,前端开发
680,4,0,0,科研人员,科研人员
681,2,16,3,前端开发,前端开发
682,0,4,0,Java,Java
683,2,1,1,技术支持工程师,技术支持工程师
684,0,20,3,Java,Java
685,2,1,0,科研人员,科研人员
686,3,6,7,技术支持工程师,技术支持工程师
687,3,3,8,实施工程师,实施工程师
688,0,7,6,Java,Java
689,2,1,0,科研人员,科研人员
690,0,0,0,Java,Java
691,2,1,6,技术支持工程师,技术支持工程师
692,0,7,0,C/C++,C/C++
693,0,0,0,测试工程师,测试工程师
694,0,1,0,实施工程师,实施工程师
695,2,5,3,测试工程师,测试工程师
696,2,3,5,实施工程师,实施工程师
697,0,0,0,科研人员,科研人员
698,0,1,0,实施工程师,实施工程师
699,0,0,0,Java,Java
700,0,2,0,实施工程师,实施工程师
701,0,0,0,测试工程师,测试工程师
702,0,5,0,硬件测试,硬件测试
703,0,0,0,测试工程师,测试工程师
704,0,0,0,技术支持工程师,技术支持工程师
705,2,5,1,科研人员,科研人员
706,0,0,0,实施工程师,实施工程师
707,2,1,0,测试工程师,测试工程师
708,0,0,0,实施工程师,实施工程师
709,0,0,0,C/C++,C/C++
710,1,1,0,硬件测试,硬件测试
711,0,6,0,C/C++,C/C++
712,2,2,1,技术支持工程师,技术支持工程师
713,0,5,0,硬件测试,硬件测试
714,0,3,4,测试工程师,测试工程师
715,0,0,0,软件测试,软件测试
716,2,3,5,软件测试,软件测试
717,2,5,2,硬件测试,硬件测试
718,0,0,0,实施工程师,实施工程师
719,2,2,7,硬件测试,硬件测试
720,0,15,1,Java,Java
721,2,7,2,软件测试,软件测试
722,2,3,0,测试工程师,测试工程师
723,0,3,0,技术支持工程师,技术支持工程师
724,2,2,8,科研人员,科研人员
725,2,6,4,技术支持工程师,技术支持工程师
726,0,2,0,软件测试,软件测试
727,0,4,0,技术支持工程师,技术支持工程师
728,2,2,2,科研人员,科研人员
729,0,16,3,Java,Java
730,0,3,0,Java,Java
731,0,14,0,前端开发,前端开发
732,2,2,5,科研人员,科研人员
733,0,0,0,C/C++,C/C++
734,0,0,0,前端开发,前端开发
735,2,6,6,实施工程师,实施工程师
736,2,0,4,硬件测试,硬件测试
737,2,6,3,Java,Java
